Company,NSE Symbol,ISIN,Sector,Sub-Industry
Ritco Logistics Limited,RITCO,INE01EG01016,Services,Logistics Solution Provider
Fairchem Organics Limited,FAIRCHEMOR,INE0DNW01011,Commodities,Specialty Chemicals
Beekay Steel Industries Limited,BEEKAY,INE213D01015,Industrials,Iron & Steel Products
Advent Hotels International Limited,ADVENTHTL,INE28GN01010,Consumer Discretionary,Hotels & Resorts
Innovision Limited,INNOVISION,INE0ADB01012,Services,Road Assets - Toll Annuity Hybrid-Annuity
ZUARI INDUSTRIES LIMITED,ZUARIIND,INE217A01012,Fast Moving Consumer Goods,Sugar
VLS Finance Limited,VLSFINANCE,INE709A01018,Financial Services,Investment Company
Arrow Greentech Limited,ARROWGREEN,INE570D01018,Industrials,Packaging
MMP Industries Limited,MMP,INE511Y01018,Commodities,Aluminium
Denta Water and Infra Solutions Limited,DENTA,INE0R4L01018,Utilities,Water Supply & Management
Cheviot Company Limited,CHEVIOT,INE974B01016,Commodities,Jute & Jute Products
Allied Digital Services Limited,ADSL,INE102I01027,Information Technology,IT Enabled Services
Rajapalayam Mills Limited,RAJPALAYAM,INE296E01026,Consumer Discretionary,Other Textile Products
Anlon Healthcare Limited,AHCL,INE0Y8W01025,Healthcare,Pharmaceuticals
Ganesh Benzoplast Limited,GANESHBE,INE388A01029,Energy,Oil Storage & Transportation
DMCC SPECIALITY CHEMICALS LIMITED,DMCC,INE505A01010,Commodities,Specialty Chemicals
The State Trading Corporation of India Limited,STCINDIA,INE655A01013,Services,Trading & Distributors
Kuantum Papers Limited,KUANTUM,INE529I01021,Commodities,Paper & Paper Products
Gloster Limited,GLOSTERLTD,INE350Z01018,Commodities,Jute & Jute Products
Kamdhenu Limited,KAMDHENU,INE390H01020,Industrials,Iron & Steel Products
Iris Clothings Limited,IRISDOREME,INE01GN01025,Consumer Discretionary,Garments & Apparels
Mukka Proteins Limited,MUKKA,INE0CG401037,Fast Moving Consumer Goods,Animal Feed
Vakrangee Limited,VAKRANGEE,INE051B01021,Information Technology,IT Enabled Services
Transpek Industry Limited,TRANSPEK,INE687A01016,Commodities,Commodity Chemicals
Modis Navnirman Limited,MODIS,INE0L0L01012,Consumer Discretionary,Residential Commercial Projects
PVP Ventures Limited,PVP,INE362A01016,Consumer Discretionary,Residential Commercial Projects
Fabtech Technologies Limited,FABTECH,INE0HF201011,Healthcare,Medical Equipment & Supplies
Fedders Holding Limited,FEDDERSHOL,INE417D01020,Financial Services,Non Banking Financial Company (NBFC)
Magadh Sugar & Energy Limited,MAGADSUGAR,INE347W01011,Fast Moving Consumer Goods,Sugar
Radhika Jeweltech Limited,RADHIKAJWE,INE583V01021,Consumer Discretionary,Gems Jewellery And Watches
Pradeep Metals Limited,PRADPME,INE770A01010,Consumer Discretionary,Auto Components & Equipments
Saurashtra Cement Limited,SAURASHCEM,INE626A01014,Commodities,Cement & Cement Products
Om Power Transmission Limited,OMPOWER,INE25E901019,Industrials,Civil Construction
Praveg Limited,PRAVEG,INE722B01019,Consumer Discretionary,Hotels & Resorts
Bhageria Industries Limited,BHAGERIA,INE354C01027,Commodities,Dyes And Pigments
Patel Retail Limited,PATELRMART,INE0R8B01010,Consumer Discretionary,Diversified Retail
Ksolves India Limited,KSOLVES,INE0D6I01023,Information Technology,Computers - Software & Consulting
Advance Agrolife Limited,ADVANCE,INE1B0W01010,Commodities,Pesticides & Agrochemicals
TV Today Network Limited,TVTODAY,INE038F01029,Consumer Discretionary,TV Broadcasting & Software Production
Kilitch Drugs (India) Limited,KILITCH,INE729D01010,Healthcare,Pharmaceuticals
Mindteck (India) Limited,MINDTECK,INE110B01017,Information Technology,Computers - Software & Consulting
Satia Industries Limited,SATIA,INE170E01023,Commodities,Paper & Paper Products
Shree Vasu Logistics Limited,SVLL,INE00CE01017,Services,Logistics Solution Provider
Nahar Poly Films Limited,NAHARPOLY,INE308A01027,Industrials,Packaging
Glottis Limited,GLOTTIS,INE0TQE01026,Services,Logistics Solution Provider
Mallcom (India) Limited,MALLCOM,INE389C01015,Industrials,Other Industrial Products
ZF Steering Gear (India) Limited,ZFSTEERING,INE116C01012,Consumer Discretionary,Auto Components & Equipments
Pyramid Technoplast Limited,PYRAMID,INE0MIS01010,Industrials,Packaging
Snowman Logistics Limited,SNOWMAN,INE734N01019,Services,Logistics Solution Provider
20 Microns Limited,20MICRONS,INE144J01027,Commodities,Industrial Minerals
Indo Farm Equipment Limited,INDOFARM,INE622H01018,Industrials,Construction Vehicles
Everest Industries Limited,EVERESTIND,INE295A01018,Commodities,Other Construction Materials
Sutlej Textiles and Industries Limited,SUTLEJTEX,INE645H01027,Consumer Discretionary,Other Textile Products
Visaka Industries Limited,VISAKAIND,INE392A01021,Commodities,Cement & Cement Products
Modi Naturals Limited,MODINATUR,INE537F01012,Fast Moving Consumer Goods,Other Agricultural Products
S Chand And Company Limited,SCHAND,INE807K01035,Consumer Discretionary,Printing & Publication
Davangere Sugar Company Limited,DAVANGERE,INE179G01029,Fast Moving Consumer Goods,Other Agricultural Products
Transindia Real Estate Limited,TREL,INE0O3901029,Services,Logistics Solution Provider
Hindustan Composites Limited,HINDCOMPOS,INE310C01029,Consumer Discretionary,Auto Components & Equipments
Best Agrolife Limited,BESTAGRO,INE052T01021,Commodities,Pesticides & Agrochemicals
Sharat Industries Limited,SHINDL,INE220Z01013,Fast Moving Consumer Goods,Seafood
Sukhjit Starch & Chemicals Limited,SUKHJITS,INE450E01029,Fast Moving Consumer Goods,Other Agricultural Products
Elin Electronics Limited,ELIN,INE050401020,Consumer Discretionary,Household Appliances
Onward Technologies Limited,ONWARDTEC,INE229A01017,Information Technology,IT Enabled Services
Linc Limited,LINC,INE802B01027,Fast Moving Consumer Goods,Stationary
Concord Enviro Systems Limited,CEWATER,INE037Z01029,Utilities,Waste Management
Focus Lighting and Fixtures Limited,FOCUS,INE593W01028,Consumer Discretionary,Consumer Electronics
Euro India Fresh Foods Limited,EIFFL,INE546V01010,Fast Moving Consumer Goods,Packaged Foods
Urja Global Limited,URJA,INE550C01020,Industrials,Other Electrical Equipment
Haldyn Glass Limited,HALDYNGL,INE506D01020,Industrials,Packaging
MODISON LIMITED,MODISONLTD,INE737D01021,Industrials,Other Electrical Equipment
Panache Digilife Limited,PANACHE,INE895W01019,Information Technology,IT Enabled Services
Aptech Limited,APTECHT,INE266F01018,Consumer Discretionary,Education
Primo Chemicals Limited,PRIMO,INE607A01022,Commodities,Commodity Chemicals
Nile Limited,NILE,INE445D01013,Commodities,Industrial Minerals
OnMobile Global Limited,ONMOBILE,INE809I01019,Consumer Discretionary,Web based media and service
Munjal Showa Limited,MUNJALSHOW,INE577A01027,Consumer Discretionary,Auto Components & Equipments
Manba Finance Limited,MANBA,INE939X01013,Financial Services,Non Banking Financial Company (NBFC)
BMW Ventures Limited,BMWVENTLTD,INE965W01036,Commodities,Trading - Metals
Vinyl Chemicals (India) Limited,VINYLINDIA,INE250B01029,Commodities,Trading - Chemicals
Repro India Limited,REPRO,INE461B01014,Consumer Discretionary,Printing & Publication
Inspirisys Solutions Limited,INSPIRISYS,INE020G01017,Information Technology,IT Enabled Services
HLV LIMITED,HLVLTD,INE102A01024,Consumer Discretionary,Hotels & Resorts
The Investment Trust Of India Limited,THEINVEST,INE924D01017,Financial Services,Other Financial Services
W S Industries (I) Limited,WSI,INE100D01014,Industrials,Civil Construction
PTL Enterprises Limited,PTL,INE034D01049,Services,Diversified Commercial Services
Dhunseri Investments Limited,DHUNINV,INE320L01011,Financial Services,Non Banking Financial Company (NBFC)
CSL Finance Limited,CSLFINANCE,INE718F01018,Financial Services,Non Banking Financial Company (NBFC)
Andhra Cements Limited,ACL,INE666E01020,Commodities,Cement & Cement Products
Nila Spaces Limited,NILASPACES,INE00S901012,Consumer Discretionary,Residential Commercial Projects
Credo Brands Marketing Limited,MUFTI,INE220Q01020,Consumer Discretionary,Speciality Retail
Orient Bell Limited,ORIENTBELL,INE607D01018,Consumer Discretionary,Ceramics
Black Rose Inds. Limited,BLACKROSE,INE761G01016,Commodities,Specialty Chemicals
IRIS RegTech Solutions Limited,IRIS,INE864K01010,Information Technology,Software Products
R K Swamy Limited,RKSWAMY,INE0NQ801033,Consumer Discretionary,Advertising & Media Agencies
Global Education Limited,GLOBAL,INE291W01037,Consumer Discretionary,Education
GFL Limited,GFLLIMITED,INE538A01037,Financial Services,Holding Company
HALEOS LABS LIMITED,HALEOSLABS,INE320X01016,Healthcare,Pharmaceuticals
RBZ Jewellers Limited,RBZJEWEL,INE0PEQ01016,Consumer Discretionary,Gems Jewellery And Watches
Zee Media Corporation Limited,ZEEMEDIA,INE966H01019,Consumer Discretionary,TV Broadcasting & Software Production
Sayaji Hotels Limited,SAYAJIHOTL,INE318C01014,SERVICES,HOTELS/RESORTS
Kronox Lab Sciences Limited,KRONOX,INE0ATZ01017,Commodities,Specialty Chemicals
TPL Plastech Limited,TPLPLASTEH,INE413G01022,Industrials,Packaging
Kanpur Plastipack Limited,KANPRPLA,INE694E01014,Industrials,Packaging
Essar Shipping Limited,ESSARSHPNG,INE122M01019,Services,Shipping
KN Agri Resources Limited,KNAGRI,INE0KNW01016,Fast Moving Consumer Goods,Edible Oil
International Conveyors Limited,INTLCONV,INE575C01027,Industrials,Industrial Products
Moneyboxx Finance Limited,MONEYBOXX,INE296Q01012,Financial Services,Non Banking Financial Company (NBFC)
Gujarat Apollo Industries Limited,GUJAPOLLO,INE826C01016,Industrials,Industrial Products
Advani Hotels & Resorts (India) Limited,ADVANIHOTR,INE199C01026,Consumer Discretionary,Hotels & Resorts
Kiran Vyapar Limited,KIRANVYPAR,INE555P01013,Financial Services,Non Banking Financial Company (NBFC)
Kamat Hotels (I) Limited,KAMATHOTEL,INE967C01018,Consumer Discretionary,Hotels & Resorts
Amanta Healthcare Limited,AMANTA,INE084K01015,Healthcare,Pharmaceuticals
United Drilling Tools Limited,UNIDT,INE961D01019,Industrials,Industrial Products
ORIENT CERATECH LIMITED,ORIENTCER,INE569C01020,Industrials,Electrodes & Refractories
OCCL Limited,OCCLLTD,INE0PK601023,Commodities,Commodity Chemicals
Emami Paper Mills Limited,EMAMIPAP,INE830C01026,Commodities,Paper & Paper Products
A B Cotspin India Limited,ABCOTS,INE08PH01015,Consumer Discretionary,Other Textile Products
Pasupati Acrylon Limited,PASUPTAC,INE818B01023,Commodities,Petrochemicals
The Ugar Sugar Works Limited,UGARSUGAR,INE071E01023,Fast Moving Consumer Goods,Other Agricultural Products
SIL Investments Limited,SILINV,INE923A01015,Financial Services,Investment Company
DIC India Limited,DICIND,INE303A01010,Commodities,Printing Inks
Donear Industries Limited,DONEAR,INE668D01028,Consumer Discretionary,Other Textile Products
Veljan Denison Limited,VELJAN,INE232E01013,Industrials,Compressors Pumps & Diesel Engines
Hindustan Media Ventures Limited,HMVL,INE871K01015,Consumer Discretionary,Print Media
Aries Agro Limited,ARIES,INE298I01015,Commodities,Fertilizers
Shah Metacorp Limited,SHAH,INE482J01021,Industrials,Iron & Steel Products
Pansari Developers Limited,PANSARI,INE697V01011,Consumer Discretionary,Residential Commercial Projects
Rushil Decor Limited,RUSHIL,INE573K01025,Consumer Discretionary,Plywood Boards/ Laminates
Globe International Carriers Limited,GICL,INE947T01022,Services,Logistics Solution Provider
Prakash Pipes Limited,PPL,INE050001010,Industrials,Plastic Products - Industrial
Shiv Aum Steels Limited,SHIVAUM,INE719F01016,Services,Trading & Distributors
SRG Housing Finance Limited,SRGHFL,INE559N01010,Financial Services,Housing Finance Company
Sreeleathers Limited,SREEL,INE099F01013,Consumer Discretionary,Footwear
Kothari Products Limited,KOTHARIPRO,INE823A01017,Services,Trading & Distributors
Suraj Limited,SURAJLTD,INE713C01016,Industrials,Iron & Steel Products
Euro Panel Products Limited,EUROBOND,INE505V01016,Industrials,Aluminium Copper & Zinc Products
Mangalam Global Enterprise Limited,MGEL,INE0APB01032,Fast Moving Consumer Goods,Other Agricultural Products
Singer India Limited,SINGERIND,INE638A01035,Consumer Discretionary,Household Appliances
Radiant Cash Management Services Limited,RADIANTCMS,INE855R01021,Services,Diversified Commercial Services
Orbit Exports Limited,ORBTEXP,INE231G01010,Consumer Discretionary,Other Textile Products
NDL Ventures Limited,NDLVENTURE,INE353A01023,Financial Services,Other Financial Services
Wim Plast Limited,WIMPLAST,INE015B01018,Consumer Discretionary,Plastic Products - Consumer
Rama Phosphates Limited,RAMAPHO,INE809A01032,Commodities,Fertilizers
Tera Software Limited,TERASOFT,INE482B01010,Information Technology,IT Enabled Services
Plastiblends India Limited,PLASTIBLEN,INE083C01022,Commodities,Specialty Chemicals
Nahar Capital and Financial Services Limited,NAHARCAP,INE049I01012,Financial Services,Investment Company
Rubfila International Limited,RUBFILA,INE642C01025,Industrials,Rubber
Banswara Syntex Limited,BANSWRAS,INE629D01020,Consumer Discretionary,Other Textile Products
Shalimar Paints Limited,SHALPAINTS,INE849C01026,Consumer Discretionary,Paints
Nimbus Projects Limited,NIMBSPROJ,INE875B01015,Consumer Discretionary,Residential Commercial Projects
R&B Denims Limited,RNBDENIMS,INE012Q01039,Consumer Discretionary,Other Textile Products
Harrisons  Malayalam Limited,HARRMALAYA,INE544A01019,Industrials,Rubber
PAKKA LIMITED,PAKKA,INE551D01018,Commodities,Paper & Paper Products
Dreamfolks Services Limited,DREAMFOLKS,INE0JS101016,Services,Airport & Airport services
Liberty Shoes Limited,LIBERTSHOE,INE557B01019,Consumer Discretionary,Footwear
Foods & Inns Limited,FOODSIN,INE976E01023,Fast Moving Consumer Goods,Packaged Foods
Mirza International Limited,MIRZAINT,INE771A01026,Consumer Discretionary,Leather And Leather Products
Shivalik Rasayan Limited,SHIVALIK,INE788J01021,Commodities,Pesticides & Agrochemicals
Lords Chloro Alkali Limited,LORDSCHLO,INE846D01012,Commodities,Commodity Chemicals
Sigma Solve Limited,SIGMA,INE0A0S01028,Information Technology,IT Enabled Services
Tolins Tyres Limited,TOLINS,INE0RWQ01014,Consumer Discretionary,Tyres & Rubber Products
Albert David Limited,ALBERTDAVD,INE155C01010,Healthcare,Pharmaceuticals
Gokul Refoils and Solvent Limited,GOKUL,INE020J01029,Fast Moving Consumer Goods,Edible Oil
Mazda Limited,MAZDA,INE885E01042,Industrials,Industrial Products
Vraj Iron and Steel Limited,VRAJ,INE0S2V01010,Commodities,Sponge Iron
B&B Triplewall Containers Limited,BBTCL,INE01EE01011,Industrials,Packaging
Autoline Industries Limited,AUTOIND,INE718H01014,Consumer Discretionary,Auto Components & Equipments
Coastal Corporation Limited,COASTCORP,INE377E01024,Fast Moving Consumer Goods,Seafood
Sinclairs Hotels Limited,SINCLAIR,INE985A01022,Consumer Discretionary,Hotels & Resorts
HT Media Limited,HTMEDIA,INE501G01024,Consumer Discretionary,Print Media
HCL Infosystems Limited,HCL-INSYS,INE236A01020,Information Technology,Computers Hardware & Equipments
Vertoz Limited,VERTOZ,INE188Y01031,Information Technology,IT Enabled Services
Manaksia Limited,MANAKSIA,INE015D01022,Industrials,Iron & Steel Products
Kaya Limited,KAYA,INE587G01015,Consumer Discretionary,Wellness
Nandan Denim Limited,NDL,INE875G01048,Consumer Discretionary,Other Textile Products
De Nora India Limited,DENORA,INE244A01016,Industrials,Electrodes & Refractories
Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE,INE641C01019,Telecommunication,Telecom - Equipment & Accessories
TREJHARA SOLUTIONS LIMITED,TREJHARA,INE00CA01015,Services,Logistics Solution Provider
MBL Infrastructure Limited,MBLINFRA,INE912H01013,Industrials,Civil Construction
Thomas Scott (India) Limited,THOMASCOTT,INE480M01011,Consumer Discretionary,Garments & Apparels
Medico Remedies Limited,MEDICO,INE630Y01024,Healthcare,Pharmaceuticals
Batliboi Limited,BATLIBOI,INE177C01022,Industrials,Industrial Equipments
Ruchira Papers Limited,RUCHIRA,INE803H01014,Commodities,Paper & Paper Products
Medicamen Biotech Limited,MEDICAMEQ,INE646B01010,Healthcare,Pharmaceuticals
Ginni Filaments Limited,GINNIFILA,INE424C01010,Consumer Discretionary,Other Textile Products
DCM Shriram Industries Limited,DCMSRIND,INE843D01027,Fast Moving Consumer Goods,Sugar
Industrial Investment Trust Limited,THEINVEST,INE924D01017,Financial Services,Investment Company
3i Infotech Limited,3IINFOLTD,INE748C01038,Information Technology,Computers - Software & Consulting
Goa Carbon Limited,GOACARBON,INE426D01013,Commodities,Industrial Minerals
Orient Paper & Industries Limited,ORIENTPPR,INE592A01026,Commodities,Paper & Paper Products
Nupur Recyclers Limited,NRL,INE0JM501013,Commodities,Trading - Metals
Bedmutha Industries Limited,BEDMUTHA,INE844K01012,Industrials,Aluminium Copper & Zinc Products
Deepak Builders & Engineers India Limited,DBEIL,INE0OPA01019,Industrials,Civil Construction
Mangal Credit and Fincorp Limited,MANCREDIT,INE545L01039,Financial Services,Non Banking Financial Company (NBFC)
Atal Realtech Limited,ATALREAL,INE0ALR01029,Consumer Discretionary,Residential Commercial Projects
Tracxn Technologies Limited,TRACXN,INE0HMF01019,Services,Data Processing Services
Vardhman Acrylics Limited,VARDHACRLC,INE116G01013,Consumer Discretionary,Other Textile Products
R.P.P. Infra Projects Limited,RPPINFRA,INE324L01013,Industrials,Civil Construction
Megastar Foods Limited,MEGASTAR,INE00EM01016,Fast Moving Consumer Goods,Other Food Products
Career Point Edutech Limited,CPEDU,INE0P6P01016,Consumer Discretionary,Education
Remsons Industries Limited,REMSONSIND,INE474C01023,Consumer Discretionary,Auto Components & Equipments
ATLANTAA LIMITED,ATLANTAA,INE285H01022,Services,Road Assets - Toll Annuity Hybrid-Annuity
DJ Mediaprint & Logistics Limited,DJML,INE0B1K01014,Services,Logistics Solution Provider
Anjani Portland Cement Limited,APCL,INE071F01012,Commodities,Cement & Cement Products
Spencer's Retail Limited,SPENCERS,INE020801028,Consumer Discretionary,Diversified Retail
Soma Textiles & Industries Limited,SOMATEX,INE314C01013,Consumer Discretionary,Other Textile Products
Sahyadri Industries Limited,SAHYADRI,INE280H01015,Commodities,Other Construction Materials
Robust Hotels Limited,RHL,INE508K01013,Consumer Discretionary,Hotels & Resorts
HP Adhesives Limited,HPAL,INE0GSL01024,Commodities,Specialty Chemicals
Modi Rubber Limited,MODIRUBBER,INE832A01018,Consumer Discretionary,Tyres & Rubber Products
Muthoot Capital Services Limited,CIFL,INE345H01024,Financial Services,Non Banking Financial Company (NBFC)
Aarti Surfactants Limited,AARTISURF,INE09EO01013,Commodities,Specialty Chemicals
Mahindra EPC Irrigation Limited,MAHEPC,INE215D01010,Industrials,Industrial Products
Majestic Auto Limited,MAJESAUT,INE201B01022,Services,Diversified Commercial Services
VARVEE GLOBAL LIMITED,VGL,INE273D01027,Consumer Discretionary,Other Textile Products
Nath Bio-Genes (India) Limited,NATHBIOGEN,INE448G01010,Fast Moving Consumer Goods,Other Agricultural Products
Nila Infrastructures Limited,NILAINFRA,INE937C01029,Consumer Discretionary,Residential Commercial Projects
Ashima Limited,ASHIMASYN,INE440A01010,Consumer Discretionary,Residential Commercial Projects
Bafna Pharmaceuticals Limited,BAFNAPH,INE878I01022,Healthcare,Pharmaceuticals
Manomay Tex India Limited,MANOMAY,INE784W01015,Consumer Discretionary,Other Textile Products
Avonmore Capital & Management Services Limited,AVONMORE,INE323B01024,Financial Services,Non Banking Financial Company (NBFC)
Menon Pistons Limited,MENNPIS,INE650G01029,Consumer Discretionary,Auto Components & Equipments
AVG Logistics Limited,AVG,INE680Z01018,Services,Logistics Solution Provider
PPAP Automotive Limited,PPAP,INE095I01015,Consumer Discretionary,Auto Components & Equipments
Silgo Retail Limited,SILGO,INE01II01013,Consumer Discretionary,Gems Jewellery And Watches
Apollo Sindoori Hotels Limited,APOLSINHOT,INE451F01024,Consumer Discretionary,Hotels & Resorts
Axita Cotton Limited,AXITA,INE02EZ01022,Consumer Discretionary,Other Textile Products
Exxaro Tiles Limited,EXXARO,INE0GFE01026,Consumer Discretionary,Ceramics
Shradha Realty Limited,SHRADHA,INE715Y01031,Consumer Discretionary,Residential Commercial Projects
Hitech Corporation Limited,HITECHCORP,INE120D01012,Industrials,Packaging
Asian Hotels (East) Limited,AHLEAST,INE926K01017,Consumer Discretionary,Hotels & Resorts
UFO Moviez India Limited,UFO,INE527H01019,Consumer Discretionary,Film Production Distribution & Exhibition
Mercantile Ventures Limited,MERCANTILE,INE689O01013,Services,Diversified Commercial Services
Asahi Songwon Colors Limited,ASAHISONG,INE228I01012,Commodities,Dyes And Pigments
Dynemic Products Limited,DYNPRO,INE256H01015,Commodities,Specialty Chemicals
Halder Venture Limited,HALDER,INE115S01010,Fast Moving Consumer Goods,Edible Oil
U. Y. Fincorp Limited,UYFINCORP,INE152C01025,Financial Services,Non Banking Financial Company (NBFC)
KCP Sugar and Industries Corporation Limited,KCPSUGIND,INE790B01024,Fast Moving Consumer Goods,Sugar
Cineline India Limited,CINELINE,INE704H01022,Consumer Discretionary,Film Production Distribution & Exhibition
Birla Precision Technologies Limited,BIRLAPREC,INE372E01025,Industrials,Industrial Products
Vikas Lifecare Limited,VIKASLIFE,INE161L01027,Services,Trading & Distributors
A2Z Infra Engineering Limited,A2ZINFRA,INE619I01012,Services,Diversified Commercial Services
Nova Agritech Limited,NOVAAGRI,INE02H701025,Commodities,Fertilizers
BPL Limited,BPL,INE110A01019,Consumer Discretionary,Consumer Electronics
Indo-National Limited,NIPPOBATRY,INE567A01028,Fast Moving Consumer Goods,Household Products
D P Wires Limited,DPWIRES,INE864X01013,Industrials,Iron & Steel Products
Poddar Pigments Limited,PODDARMENT,INE371C01013,Commodities,Dyes And Pigments
The United Nilgiri Tea Estates Company Limited,UNITEDTEA,INE458F01011,Fast Moving Consumer Goods,Tea & Coffee
DELPHI WORLD MONEY LIMITED,DELPHIFX,INE726L01027,Financial Services,Other Financial Services
Brand Concepts Limited,BCONCEPTS,INE977Y01011,Consumer Discretionary,Speciality Retail
Ponni Sugars (Erode) Limited,PONNIERODE,INE838E01017,Fast Moving Consumer Goods,Sugar
Nureca Limited,NURECA,INE0DSF01015,Healthcare,Medical Equipment & Supplies
Cords Cable Industries Limited,CORDSCABLE,INE792I01017,Industrials,Cables - Electricals
Geekay Wires Limited,GEEKAYWIRE,INE669X01032,Industrials,Iron & Steel Products
Almondz Global Securities Limited,ALMONDZ,INE326B01035,Financial Services,Stockbroking & Allied
Aaron Industries Limited,AARON,INE721Z01010,Industrials,Industrial Products
TRF Limited,TRF,INE391D01019,Industrials,Industrial Products
Univastu India Limited,UNIVASTU,INE562X01013,Industrials,Civil Construction
Naga Dhunseri Group Limited,NDGL,INE756C01015,Financial Services,Investment Company
K.M.Sugar Mills Limited,KMSUGAR,INE157H01023,Fast Moving Consumer Goods,Sugar
RRIL Limited,RRIL,INE951M01037,Consumer Discretionary,Other Textile Products
Shree Tirupati Balajee Agro Trading Company Limited,TIRUPATI,INE238Y01018,Industrials,Packaging
Surana Telecom and Power Limited,SURANAT&P,INE130B01031,Utilities,Power Generation
Ambalal Sarabhai Enterprises Limited,AMBALALSA,INE432A01017,Healthcare,Pharmaceuticals
The Peria Karamalai Tea & Produce Company Limited,PKTEA,INE431F01018,Fast Moving Consumer Goods,Tea & Coffee
Diamines & Chemicals Limited,DIAMINESQ,INE591D01014,Commodities,Specialty Chemicals
Starteck Finance Limited,STARTECK,INE992I01013,Financial Services,Non Banking Financial Company (NBFC)
Sundaram Brake Linings Limited,SUNDRMBRAK,INE073D01013,Consumer Discretionary,Auto Components & Equipments
Ravinder Heights Limited,RVHL,INE09E501017,Consumer Discretionary,Residential Commercial Projects
Saraswati Saree Depot Limited,SSDL,INE0PQ101010,Consumer Discretionary,Garments & Apparels
Elgi Rubber Company Limited,ELGIRUBCO,INE819L01012,Industrials,Rubber
Intense Technologies Limited,INTENTECH,INE781A01025,Information Technology,IT Enabled Services
CL Educate Limited,CLEDUCATE,INE201M01029,Consumer Discretionary,Education
Global Vectra Helicorp Limited,GLOBALVECT,INE792H01019,Services,Airline
DCM Shriram Fine Chemicals Limited,DSFCL,INE0OFM01015,Commodities,Specialty Chemicals
IL&FS Investment Managers Limited,IVC,INE050B01023,Financial Services,Asset Management Company
Alankit Limited,ALANKIT,INE914E01040,Services,Diversified Commercial Services
Global Surfaces Limited,GSLSU,INE0JSX01015,Consumer Discretionary,Granites & Marbles
Pritika Auto Industries Limited,PRITIKAUTO,INE583R01029,Consumer Discretionary,Auto Components & Equipments
Aeroflex Neu Limited,AERONEU,INE035801013,Industrials,Packaging
Madhav Infra Projects Limited,MADHAVIPL,INE631R01026,Industrials,Civil Construction
Scan Steels Limited,SCANSTL,INE099G01011,Commodities,Iron & Steel
Shiva Texyarn Limited,SHIVATEX,INE705C01020,Consumer Discretionary,Other Textile Products
Kalyani Forge Limited,KALYANIFRG,INE314G01014,Industrials,Castings & Forgings
Vikas EcoTech Limited,VIKASECO,INE806A01020,Commodities,Specialty Chemicals
Bartronics India Limited,ASMS,INE855F01042,Information Technology,IT Enabled Services
Shalibhadra Finance Limited,SAHLIBHFI,INE861D01011,Financial Services,Non Banking Financial Company (NBFC)
Vibhor Steel Tubes Limited,VSTL,INE0QTF01015,Industrials,Iron & Steel Products
Comfort Intech Limited,COMFINTE,INE819A01049,Fast Moving Consumer Goods,Breweries & Distilleries
SONAM LIMITED,SONAMLTD,INE00LM01029,Consumer Discretionary,Consumer Electronics
Manaksia Aluminium Company Limited,MANAKSIA,INE015D01022,Commodities,Aluminium
DRC Systems India Limited,DRCSYSTEMS,INE03RS01027,Information Technology,IT Enabled Services
Worth Peripherals Limited,WORTHPERI,INE196Y01018,Industrials,Packaging
Lyka Labs Limited,LYKALABS,INE933A01014,Healthcare,Pharmaceuticals
Star Paper Mills Limited,STARPAPER,INE733A01018,Commodities,Paper & Paper Products
Veto Switchgears And Cables Limited,VETO,INE918N01018,Consumer Discretionary,Consumer Electronics
T T Limited,TTL,INE592B01024,Consumer Discretionary,Other Textile Products
Spacenet Enterprises India Limited,SPCENET,INE970N01027,Services,Trading & Distributors
Sintercom India Limited,SINTERCOM,INE129Z01016,Consumer Discretionary,Auto Components & Equipments
Sicagen India Limited,SICAGEN,INE176J01011,SERVICES,TRADING
Sakthi Sugars Limited,SAKHTISUG,INE623A01011,Fast Moving Consumer Goods,Sugar
Graviss Hospitality Limited,GRAVISSHO,INE214F01026,Consumer Discretionary,Hotels & Resorts
Bimetal Bearings Limited,BIMETAL,INE469A01019,MANUFACTURING,AUTO ANCILLARIES
AION-TECH SOLUTIONS LIMITED,GOLDTECH,INE805A01014,Information Technology,Software Products
Music Broadcast Limited,RADIOCITY,INE919I01024,Consumer Discretionary,Media & Entertainment
Rossell India Limited,ROSSELLIND,INE847C01020,Fast Moving Consumer Goods,Tea & Coffee
Kothari Sugars And Chemicals Limited,KOTARISUG,INE419A01022,Fast Moving Consumer Goods,Sugar
Neelamalai Agro Industries Limited,NEAGI,INE605D01012,Fast Moving Consumer Goods,Tea & Coffee
Shreyans Industries Limited,SHREYANIND,INE231C01019,Commodities,Paper & Paper Products
ACS Technologies Limited,ACSTECH,INE366C01021,Information Technology,IT Enabled Services
Airan Limited,AIRAN,INE645W01026,Information Technology,IT Enabled Services
Murudeshwar Ceramics Limited,MURUDCERA,INE692B01014,Consumer Discretionary,Ceramics
Nitiraj Engineers Limited,ENGINERSIN,INE510A01028,Industrials,Other Electrical Equipment
UCAL LIMITED,UCAL,INE139B01016,Consumer Discretionary,Auto Components & Equipments
Rana Sugars Limited,RANASUG,INE625B01014,Fast Moving Consumer Goods,Diversified FMCG
Khadim India Limited,KHADIM,INE834I01025,Consumer Discretionary,Footwear
Jullundur Motor Agency (Delhi) Limited,JMA,INE412C01023,Consumer Discretionary,Trading - Auto Components
Sikko Industries Limited,SIKKO,INE112X01025,Commodities,Pesticides & Agrochemicals
